Gene	YF1_OCS_sc.56	YF1_OCS_sc.57	YF1_OCS_sc.58	YF1_OCS_sc.59	YF1_OCS_sc.60	YF1_OCS_sc.61	YF1_OCS_sc.62	YF1_OCS_sc.63	YF1_OCS_sc.64	YF1_OCS_sc.65	YF1_OCS_sc.66	YF1_OCS_sc.67	YF1_OCS_sc.68	YF1_OCS_sc.69	YF1_OCS_sc.70	YF1_OCS_sc.71	YF1_OCS_sc.72	YF1_OCS_sc.73	YF1_OCS_sc.74	YF1_OCS_sc.75	YF1_OCS_sc.76	YF1_OCS_sc.77	YF1_OCS_sc.78	YF1_OCS_sc.79	YF1_OCS_sc.80	YF1_OCS_sc.81	YF1_OCS_sc.82	YF1_OCS_sc.83	YF1_OCS_sc.84	YF1_OCS_sc.85	YF1_OCS_sc.86	YF1_OCS_sc.87	YF1_OCS_sc.88	YF1_OCS_sc.89	YF1_OCS_sc.90	YF1_OCS_sc.91	YF1_OCS_sc.92	YF1_OCS_sc.93	YF1_OCS_sc.94	YF1_OCS_sc.95	YF1_OCS_sc.96	YF1_OCS_sc.97	YF1_OCS_sc.98	YF1_OCS_sc.99	YF1_OCS_sc.100	YF1_OCS_sc.101	YF1_OCS_sc.102	YF1_OCS_sc.103	YF1_OCS_sc.104	YF1_OCS_sc.105	YF1_OCS_sc.106	YF1_OCS_sc.107	YF1_OCS_sc.108	YF1_OCS_sc.109
ROCK1	1	0	0	0	11	19	1	0	0	34	0	0	0	0	1	26	0	0	1	6	0	0	0	0	1	0	0	0	1	0	0	0	17	10	0	0	13	1	11	35	48	0	45	0	0	0	30	0	14	0	0	0	0	0
ROCK2	0	2	46	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
ROGDI	1	0	0	0	0	19	14	15	0	1	0	0	0	0	0	13	1	0	2	0	1	0	2	0	0	0	1	0	1	11	1	0	1	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROM1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ROMO1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ROPN1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
RORA	0	0	0	0	10	1	0	42	0	0	1	0	1	0	0	0	0	0	0	4	0	0	1	0	19	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
RORB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
RORC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
RP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPA2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0	0	0	1	6	0	0	1	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RPA3	1	3	1	6	1	23	1	0	1	1	4	0	0	0	3	23	4	0	1	1	0	6	0	1	7	1	0	1	4	0	1	1	1	0	11	0	8	1	0	2	0	25	0	2	1	1	2	0	0	0	7	0	27	1
RPAIN	0	0	0	0	14	15	2	11	0	11	0	0	1	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPAP1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
RPAP2	0	28	11	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	59	0	0	5	0	0	0	0	3	0	0	0	1	0	0	0	0	0
RPAP3	0	0	0	0	0	0	0	0	0	22	0	0	0	0	1	0	0	0	0	0	0	0	0	21	24	0	0	0	0	0	0	0	0	1	1	0	0	0	0	11	4	24	0	0	0	0	0	0	0	0	0	0	14	0
RPE65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPF1	0	0	0	0	7	6	0	0	0	0	0	0	1	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
RPF2	0	0	0	0	0	2	4	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	11	1	0	0	0	0	0	0	0	0	13	0	40	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
RPGRIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPGRIP1L	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPH3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPH3AL	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPIA	0	0	0	0	0	9	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
RPL10	65	382	328	263	340	1073	325	573	4	364	148	124	251	84	352	952	137	122	160	204	268	63	284	289	1314	15	199	209	312	546	12	128	93	144	84	49	865	156	143	382	471	286	612	6	224	93	1025	2	45	560	165	453	90	520
RPL10A	41	123	43	83	85	549	121	232	3	184	48	29	14	72	234	117	33	102	16	26	33	43	84	141	646	8	93	50	123	41	13	126	6	32	4	4	394	132	11	138	65	196	104	59	50	27	94	1	14	172	55	109	38	157
RPL11	14	173	20	54	64	162	54	226	1	24	21	21	52	17	98	172	24	31	27	27	34	91	89	176	434	4	29	21	137	124	5	68	9	36	3	5	265	34	14	108	117	147	167	6	79	10	87	2	6	106	2	142	39	91
RPL15	24	154	118	65	68	208	108	71	3	50	59	55	129	43	127	263	24	86	31	126	34	49	86	26	255	7	26	30	85	234	8	148	16	57	68	1	248	105	18	190	138	177	166	1	52	43	141	0	26	28	78	103	15	92
RPL18	21	193	52	104	119	630	125	265	2	266	84	19	141	71	184	433	55	130	49	167	99	99	160	45	545	4	66	59	307	107	5	47	134	53	159	1	372	205	39	174	177	152	535	6	75	67	348	1	58	175	53	118	52	248
RPL18A	36	121	67	35	55	295	50	118	1	169	11	11	77	20	53	246	29	37	20	130	73	17	62	57	489	7	46	36	130	161	3	254	9	33	89	3	311	72	24	127	102	62	7	4	47	22	208	1	35	30	3	39	29	7
RPL19	23	162	25	35	79	362	106	222	0	101	44	20	134	36	94	195	36	40	37	47	50	10	55	90	196	7	67	29	120	152	4	206	41	47	73	1	464	70	5	160	40	89	54	3	33	14	323	0	11	14	41	64	40	111
RPL22	21	67	43	37	19	275	24	26	1	84	12	27	72	17	41	155	24	59	10	56	60	18	27	36	103	4	34	41	123	108	7	36	31	38	37	0	225	35	8	36	96	60	79	1	37	38	225	2	30	98	18	45	27	85
RPL23	14	80	45	37	77	221	99	47	0	75	10	34	24	14	59	132	28	45	16	33	56	40	44	22	263	1	38	20	86	111	7	16	14	21	36	1	97	14	13	40	60	84	82	1	11	4	39	0	22	64	23	29	25	89
RPL24	17	62	73	33	41	411	139	101	1	166	21	35	79	23	59	170	39	24	14	74	130	74	49	62	218	5	96	71	100	150	8	190	42	33	82	2	225	172	20	165	106	101	137	0	68	31	166	0	36	153	59	159	29	98
ENSMFAG00000029875_RPL26	0	0	1	0	2	4	2	3	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSMFAG00000037250_RPL26	16	91	89	27	47	237	32	230	2	73	19	21	22	32	35	90	24	22	32	77	53	1	17	86	255	3	46	30	97	67	2	3	33	27	18	0	248	50	34	67	55	70	35	3	49	14	177	3	90	180	27	59	36	50
RPL26L1	1	30	0	0	29	83	0	0	0	0	30	0	0	1	1	0	0	0	0	0	0	0	2	2	2	0	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	27	0	0	1	0	11	2	0
RPL27	28	72	86	39	61	269	74	166	2	109	30	15	7	33	38	117	14	70	23	53	37	39	29	36	344	5	58	8	136	46	10	2	26	77	92	3	219	64	17	76	41	52	151	2	53	38	176	1	56	109	33	91	32	245
RPL27A	26	232	142	111	105	752	163	384	6	264	123	34	140	60	163	400	54	119	64	161	144	59	128	123	498	16	124	58	166	255	12	103	84	106	199	4	408	133	24	215	178	132	325	4	85	56	326	0	71	120	35	241	79	392
RPL28	10	126	63	21	40	178	90	35	0	40	2	4	31	16	80	55	16	24	14	22	23	10	8	2	182	1	16	1	84	14	2	14	22	21	36	3	210	28	2	55	25	31	32	0	0	2	56	3	6	9	12	3	30	31
RPL3	56	297	223	144	41	413	278	134	6	150	15	142	150	61	164	353	34	127	56	168	69	88	88	16	748	5	89	39	177	178	7	75	66	92	254	3	525	74	40	245	72	142	168	6	35	44	417	2	37	242	27	302	137	192
RPL30	29	147	81	92	82	420	71	245	8	198	23	31	100	76	97	184	27	89	24	55	84	41	81	246	271	5	69	26	158	185	10	42	14	67	76	7	435	72	39	91	55	149	245	6	45	15	185	4	74	158	33	178	58	177
RPL31	31	67	45	27	49	242	42	78	4	113	12	8	42	6	67	115	28	50	19	32	25	10	38	8	372	4	25	11	39	85	1	21	68	18	30	0	160	97	3	106	46	36	1	1	39	6	135	1	14	57	32	78	37	124
ENSMFAG00000045190_RPL32	40	127	62	101	61	377	80	259	1	213	63	18	130	32	55	237	36	133	70	65	80	40	152	109	651	9	67	52	201	139	8	165	111	61	106	1	486	100	31	222	315	194	231	4	58	61	134	0	19	131	18	117	32	287
ENSMFAG00000011451_RPL32	1	4	2	6	2	11	4	9	0	10	7	0	1	3	3	12	1	14	3	1	6	1	11	8	27	0	4	4	10	15	0	2	4	7	10	0	24	0	0	7	5	12	0	2	3	3	5	0	0	6	0	4	0	4
RPL34	23	144	92	61	28	352	65	64	5	189	51	52	24	39	110	260	43	89	31	21	40	68	70	125	265	5	62	16	117	140	7	122	33	44	43	3	228	137	27	212	56	128	174	3	20	29	144	3	24	173	44	109	52	68
RPL35	32	118	64	51	55	398	242	35	0	137	25	19	75	32	85	114	21	101	19	42	21	6	37	145	291	1	61	43	100	102	1	63	54	40	14	12	253	173	15	148	137	9	194	4	45	19	87	2	50	7	12	90	39	100
RPL37	61	409	150	201	125	1197	362	389	3	449	130	133	163	118	246	489	82	304	116	260	248	125	224	299	1161	12	202	123	462	256	11	535	127	153	189	3	921	372	36	451	688	440	393	9	90	141	742	2	24	483	98	411	108	516
RPL39L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL4	16	78	55	40	74	254	29	96	1	57	36	13	23	10	63	124	19	63	29	40	65	16	43	92	213	28	36	19	115	32	5	20	34	34	4	2	87	96	20	39	12	59	45	1	29	11	109	1	13	153	35	49	11	158
RPL41	70	222	106	114	187	874	214	297	3	381	46	77	261	67	177	529	88	175	98	269	142	156	263	135	622	14	169	96	231	321	27	287	83	119	239	6	608	219	24	272	198	288	226	29	80	109	423	3	37	152	115	137	113	489
RPL5	25	165	150	118	203	368	149	110	1	190	68	62	70	29	63	401	67	110	47	118	86	37	147	100	460	6	67	41	113	233	3	87	50	65	170	0	583	182	36	146	231	123	129	1	69	43	126	0	33	89	51	150	54	19
RPL6	22	206	172	49	61	480	74	251	4	177	44	11	76	53	85	272	45	51	59	66	44	40	97	7	379	4	81	31	96	91	8	69	3	55	143	1	504	62	48	138	177	92	142	0	70	32	203	1	29	63	47	57	27	177
RPL7	25	112	58	64	47	402	136	241	2	298	78	36	70	57	86	393	62	138	89	101	40	71	117	63	499	9	81	30	292	121	5	147	45	65	209	2	471	62	38	200	210	85	267	2	46	116	610	0	17	150	82	96	68	142
RPL7A	11	142	22	55	68	305	29	97	2	191	29	5	26	52	28	105	37	51	47	78	59	20	50	52	601	5	64	30	62	74	4	4	21	65	30	3	254	107	18	120	93	75	171	3	35	27	55	0	31	59	10	34	16	120
RPL7L1	10	0	0	0	0	1	4	25	0	4	0	0	2	0	0	1	0	1	4	13	5	4	0	1	2	0	0	2	0	0	0	0	4	0	0	0	34	23	0	0	0	7	0	0	0	7	0	0	0	0	1	0	7	63
RPL8	50	148	74	95	81	568	85	219	2	245	84	10	79	51	77	182	24	49	25	108	45	70	80	207	330	3	95	29	82	123	9	26	74	56	109	2	192	117	42	180	154	63	260	3	96	45	101	2	46	20	11	94	46	229
RPL9	23	151	210	112	140	651	138	310	2	253	84	37	71	66	220	324	68	124	112	70	150	69	130	82	541	8	56	64	173	158	14	169	46	51	142	1	372	172	50	134	67	245	289	3	88	58	517	4	32	236	24	123	55	387
RPLP0	5	120	51	50	116	296	65	159	4	97	3	24	88	1	57	128	57	35	3	82	74	17	80	65	434	1	62	9	87	42	9	77	43	54	79	2	279	47	10	107	33	98	94	1	54	8	169	0	11	51	34	136	43	148
RPLP2	11	88	29	19	51	182	53	87	0	75	39	25	30	17	86	72	37	51	33	47	39	7	26	55	248	14	54	9	27	38	1	68	25	27	55	0	146	82	3	68	102	54	82	1	28	29	129	0	19	28	22	45	25	45
RPN1	0	0	0	0	0	0	15	1	0	0	0	0	0	6	1	32	2	1	1	16	0	1	0	0	0	0	1	0	0	0	0	0	2	3	0	0	4	0	0	5	8	17	0	0	0	0	1	1	0	0	0	0	0	41
RPN2	1	5	0	7	1	30	13	0	0	1	1	0	0	0	0	0	24	0	9	0	0	3	1	49	4	0	0	0	27	19	2	0	0	3	0	0	53	1	0	14	0	2	0	0	1	2	1	0	0	17	7	0	2	0
RPP14	0	6	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0
RPP25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPP30	0	0	0	11	0	20	11	0	0	0	0	7	0	0	0	0	0	0	1	8	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	53
RPP40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPRD1A	0	8	1	1	3	2	2	0	0	0	1	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0
RPRD1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPRD2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	17	0	0	17	0	0	1	2	24	6	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	2	0	15	1	0	0	0	0
RPRM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPRML	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS10	6	72	41	26	57	239	91	33	1	55	31	5	37	2	78	77	12	44	31	9	30	20	50	18	126	2	6	2	47	87	7	1	17	32	24	0	194	30	17	78	153	58	14	1	11	13	99	0	10	52	13	41	25	110
RPS11	2	76	2	30	49	304	95	76	0	63	0	39	53	26	31	149	9	30	12	51	44	4	62	3	139	1	36	17	56	4	1	59	47	15	7	0	174	18	2	93	52	72	3	2	33	1	45	0	33	78	11	22	32	14
RPS15	11	137	19	33	79	286	127	71	0	111	125	45	177	17	91	203	22	70	43	28	22	33	66	130	288	2	29	20	38	113	5	118	28	23	24	3	291	63	4	132	50	81	31	5	39	14	155	0	45	118	25	93	49	109
RPS15A	14	171	75	87	86	338	142	114	0	89	42	32	62	44	141	261	43	112	8	68	35	53	20	61	462	4	50	15	103	177	6	51	61	43	70	3	295	265	17	246	125	86	158	1	69	45	152	0	25	124	21	18	88	43
RPS16	31	156	50	124	48	356	86	107	2	211	57	19	34	38	59	202	28	77	65	81	85	111	82	93	425	6	78	54	179	78	11	66	27	53	151	4	255	108	33	81	141	35	137	11	95	31	220	0	29	34	52	151	47	194
RPS17	37	146	102	41	56	359	171	126	1	241	87	24	34	9	108	381	54	100	36	96	24	40	70	26	511	6	49	31	104	171	6	107	39	37	146	1	438	84	21	117	89	148	118	3	15	17	87	1	33	118	28	42	68	424
RPS19	34	258	133	100	91	865	146	267	2	195	57	59	84	44	229	333	60	117	52	127	108	68	102	169	634	13	101	36	243	183	18	101	32	62	136	5	527	143	38	153	218	74	275	3	68	22	397	2	24	127	87	112	94	94
RPS19BP1	1	1	0	0	4	1	2	1	0	2	1	1	0	0	0	7	1	3	1	2	7	0	1	1	22	0	1	0	0	1	0	87	0	0	0	1	1	1	1	20	24	0	0	0	0	0	1	0	1	2	11	0	10	0
RPS2	11	2	23	32	71	147	27	110	0	74	7	14	14	13	24	104	20	18	18	45	3	0	13	12	107	0	6	24	33	12	0	62	4	16	47	2	46	2	10	27	69	3	1	1	0	13	74	0	31	6	19	32	7	5
RPS20	19	264	119	89	127	349	86	275	0	168	35	21	117	78	229	260	47	164	53	98	104	78	72	172	561	10	81	48	338	330	9	243	81	53	285	2	587	160	50	103	246	206	170	8	61	51	206	0	31	171	12	139	55	148
RPS21	8	58	11	18	42	169	12	64	2	90	57	5	23	3	59	114	18	55	11	38	41	23	11	40	174	2	18	31	52	86	6	5	7	22	20	1	83	48	20	80	70	17	49	1	24	7	63	0	21	82	14	12	8	70
RPS23	23	167	88	49	110	339	76	197	1	123	70	31	68	13	110	406	67	84	54	93	35	41	176	176	395	4	86	54	202	143	9	7	40	43	54	2	196	119	14	116	326	156	230	1	57	25	301	4	36	110	2	118	44	57
RPS24	18	60	13	46	41	151	54	98	0	210	82	36	61	20	16	137	13	101	38	93	39	49	50	113	276	2	32	35	138	107	3	34	54	17	67	3	184	58	16	131	46	47	100	1	17	20	131	11	22	122	0	3	31	116
RPS25	15	77	36	25	85	211	18	77	0	55	25	6	32	3	52	89	30	40	10	28	46	11	22	24	260	2	29	31	38	12	3	46	50	27	43	2	154	36	7	37	71	63	52	0	19	18	27	1	4	65	16	80	17	65
ENSMFAG00000028033_RPS26	5	21	11	6	14	58	31	23	0	34	4	2	4	2	18	33	10	26	11	13	12	7	19	6	72	0	22	7	18	15	0	6	4	10	10	0	33	16	1	25	10	25	5	1	19	6	24	0	8	5	0	4	13	7
ENSMFAG00000041709_RPS26	29	173	109	61	73	485	179	210	1	198	18	27	52	19	84	261	56	87	53	103	80	65	97	103	474	10	114	34	156	93	18	58	56	52	107	1	211	101	11	235	83	193	73	3	79	22	283	2	79	90	12	34	68	80
RPS27L	1	4	0	9	8	3	26	4	0	4	0	1	9	3	6	41	13	4	0	0	2	13	6	0	18	1	0	5	1	0	0	0	21	1	4	0	5	5	3	0	0	0	4	0	2	6	0	0	0	1	0	0	8	1
RPS29	19	160	60	64	51	329	134	234	2	189	32	33	67	47	118	322	29	100	56	104	41	50	62	47	355	7	45	58	116	59	8	168	17	60	89	2	300	83	10	108	91	98	82	3	57	62	115	4	27	133	26	109	70	85
RPS3A	37	271	104	68	96	695	118	214	0	197	55	21	31	64	98	201	47	74	35	120	101	30	84	132	497	8	129	53	183	244	4	110	62	73	8	5	327	233	18	178	227	66	54	1	110	45	206	2	27	197	48	65	59	128
RPS4X	31	260	27	72	107	450	92	234	4	172	32	23	176	34	93	241	52	86	29	62	49	3	42	84	471	2	87	37	73	126	3	161	33	34	22	5	173	101	54	174	205	48	67	3	44	6	208	0	22	28	47	179	38	90
RPS6	23	72	82	86	78	313	172	73	1	172	46	44	84	66	86	249	32	99	49	145	28	49	81	230	494	13	25	76	230	84	8	176	51	63	112	5	225	161	24	119	103	139	84	4	89	43	289	0	33	273	32	82	51	81
RPS6KA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KA5	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KA6	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RPS6KB1	5	22	0	0	0	1	0	22	0	4	0	0	2	0	0	0	14	0	1	0	0	30	0	0	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	35	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KB2	0	0	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	1	0	4	0	0	0	0	3	0	0	0	0	0	0	3	0	0	2	0	0	0	15	0	0	0	11	7	0	0
RPS6KC1	0	0	0	0	0	1	20	0	0	0	2	1	0	0	0	10	1	0	0	0	0	8	0	0	0	0	5	0	0	0	0	16	0	2	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
RPS6KL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS7	44	123	181	74	40	546	71	149	1	139	37	19	15	34	107	341	19	59	64	12	81	23	60	44	632	3	37	18	121	46	4	195	20	67	68	0	464	126	15	236	150	106	112	3	69	47	158	1	13	35	49	194	42	127
RPS8	53	128	99	38	64	395	80	217	1	97	19	18	84	28	87	117	16	64	6	67	60	23	105	30	297	4	36	4	129	31	5	35	22	32	76	1	322	209	11	179	27	107	189	4	76	31	253	2	82	51	49	44	20	79
RPS9	15	139	45	90	87	576	154	129	0	211	62	38	65	32	92	300	65	113	49	102	74	6	112	100	549	4	108	30	81	130	9	130	62	48	112	5	440	85	9	146	73	218	52	2	75	85	88	1	17	205	5	67	70	216
RPSA	10	212	22	21	97	286	62	87	3	116	38	44	115	36	115	69	41	80	45	58	58	5	19	110	290	2	5	15	88	123	2	102	38	41	61	0	278	26	27	169	155	130	13	2	34	19	35	0	13	44	12	38	32	186
RPTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPTOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPUSD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
