Gene	OF2_OM2_sc.1	OF2_OM2_sc.2	OF2_OM2_sc.3	OF2_OM2_sc.4	OF2_OM2_sc.5	OF2_OM2_sc.6	OF2_OM2_sc.7	OF2_OM2_sc.8	OF2_OM2_sc.9	OF2_OM2_sc.10	OF2_OM2_sc.11	OF2_OM2_sc.12	OF2_OM2_sc.13	OF2_OM2_sc.14	OF2_OM2_sc.15	OF2_OM2_sc.16	OF2_OM2_sc.17	OF2_OM2_sc.18	OF2_OM2_sc.19	OF2_OM2_sc.20	OF2_OM2_sc.21	OF2_OM2_sc.22	OF2_OM2_sc.23	OF2_OM2_sc.24	OF2_OM2_sc.25	OF2_OM2_sc.26	OF2_OM2_sc.27	OF2_OM2_sc.28	OF2_OM2_sc.29	OF2_OM2_sc.30	OF2_OM2_sc.31	OF2_OM2_sc.32	OF2_OM2_sc.33	OF2_OM2_sc.34	OF2_OM2_sc.35	OF2_OM2_sc.36	OF2_OM2_sc.37	OF2_OM2_sc.38	OF2_OM2_sc.39	OF2_OM2_sc.40	OF2_OM2_sc.41	OF2_OM2_sc.42	OF2_OM2_sc.43	OF2_OM2_sc.44	OF2_OM2_sc.45	OF2_OM2_sc.46	OF2_OM2_sc.47	OF2_OM2_sc.48
PRR19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR25	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR5L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRC1	0	111	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRC2A	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRC2B	1	2	1	1	0	607	0	0	0	1	0	1	442	1	2	0	1	0	3	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1
PRRC2C	23	12	3	7	122	60	1	1	4	8	2	2	37	7	34	3	7	11	33	11	0	3	8	9	0	1	1	1	352	1	10	6	1	2	1	1	0	939	2	1	2	4	86	1	0	3	3	2
PRRG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRG4	4	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRT1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRT3	0	0	0	0	0	423	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PRRX1	1	2	0	0	0	307	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS35	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	626	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRTFDC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRTG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRTN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRUNE1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PRUNE2	2	1	0	0	1	4	0	0	0	0	0	0	0	1	199	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
PRX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSAP	6	209	3	1	206	494	2	0	1	0	1	0	234	1	277	1	8	1	703	431	2	0	3	502	0	734	1	2	6	0	2	0	0	0	0	0	0	2	0	1	2	0	1	0	0	2	0	1
PSAT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSEN1	0	0	1	0	0	343	1	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PSEN2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSENEN	5	3	0	2	41	185	0	70	1	2	0	1	324	0	269	1	1	1	788	6	0	2	0	2	0	1	0	1	1	0	2	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1
PSIP1	1	2	0	0	194	600	11	0	0	0	0	0	5	1	1	1	0	1	586	3	0	1	1	343	0	1	0	0	1	0	3	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	2	0
PSKH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSKH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMA1	223	885	1	256	1	412	1	0	0	3	2	3	9	0	12	1	1	0	9	279	1	0	1	9	0	0	1	0	0	1	5	1	0	0	0	1	0	5	0	0	0	1	2	1	1	0	0	0
PSMA2	1	731	3	1	3	11	1	0	1	1	0	0	952	0	8	2	2	0	8	2	1	0	1	2	1	2	1	1	0	0	1	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0
PSMA4	6	11	1	6	393	119	0	0	3	4	2	358	408	3	21	4	5	1	795	7	3	6	2	461	0	1	200	1	626	0	6	1	0	0	3	3	0	3	4	0	2	3	3	0	0	3	253	0
PSMA5	2	291	0	1	1	244	1	0	0	0	0	0	2	2	6	1	1	2	2	1	2	1	1	2	0	0	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0
PSMA6	0	271	2	1	1	298	2	148	1	0	2	0	1	0	4	0	2	0	258	2	0	0	0	2	0	0	0	103	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMA7	280	262	0	3	2	314	1	0	3	0	0	1	697	4	412	0	1	0	517	3	0	0	0	4	0	2	0	1	0	0	4	0	0	0	0	0	1	1	0	1	3	0	0	0	0	0	0	0
PSMB1	26	90	3	3	270	1319	0	3	2	5	1	4	961	53	219	4	5	7	631	9	3	177	4	465	1	3	3	2	3	1	8	304	1	0	1	2	0	594	2	2	2	0	2	1	0	2	1	0
PSMB10	1	7	0	6	1	7	0	1	0	0	0	1	6	1	58	1	0	0	4	1	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	2	0	0	1	0	0	2	0	1	0	1	0	0
PSMB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMB2	322	4	2	5	90	9	0	1	0	1	2	1	194	1	230	0	2	1	57	3	3	2	1	406	0	1	2	1	1	0	4	0	0	0	1	0	0	4	2	0	2	0	2	1	0	1	0	0
PSMB3	4	5	1	1	1	36	0	1	1	1	1	0	297	1	277	1	0	3	256	5	0	0	2	4	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0
PSMB4	1	3	1	4	18	3	0	0	2	0	0	0	75	0	4	1	0	7	3	6	0	0	0	6	0	0	0	0	1	0	2	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0
PSMB5	427	471	1	5	0	10	3	0	1	1	2	1	485	1	10	1	0	3	6	89	1	1	2	2	0	1	1	0	0	0	4	0	2	1	0	2	0	1	2	0	0	0	1	0	0	0	0	0
PSMB6	26	418	5	479	5	47	3	0	2	6	3	3	1441	5	32	10	5	390	293	486	4	6	5	437	1	4	3	3	0	0	267	6	1	2	3	2	0	6	4	1	2	0	2	2	0	3	4	1
PSMB7	7	573	4	2	3	462	0	0	1	0	2	1	1007	4	524	1	329	4	755	4	0	1	2	53	1	4	1	110	0	1	5	0	0	0	1	0	0	2	2	1	5	0	2	2	0	0	0	0
PSMB8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMB9	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMC1	252	2	2	2	88	319	2	1	0	1	0	6	82	1	10	0	3	2	483	3	0	3	3	2	1	2	1	2	0	0	4	2	0	0	0	1	0	0	2	0	2	2	1	0	1	2	2	0
PSMC2	401	435	1	3	74	654	1	0	4	1	2	3	580	0	11	2	1	3	6	4	3	0	2	290	0	2	1	0	1	0	5	1	2	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0
PSMC3	0	3	1	2	124	13	0	0	0	2	1	1	516	2	611	2	1	2	377	4	0	1	2	4	0	0	0	0	0	0	385	0	0	0	0	0	0	4	1	2	1	0	1	0	0	0	0	0
PSMC3IP	0	4	22	0	1	1	0	0	0	0	1	1	0	33	0	1	0	0	25	8	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
PSMC4	11	5	0	2	3	528	0	0	0	2	0	0	415	0	6	5	2	2	328	2	0	6	1	5	0	1	1	0	2	0	2	1	0	1	1	2	0	0	2	0	0	2	0	1	0	0	1	0
PSMC5	5	4	1	8	1	13	490	1	254	3	1	1	8	0	11	0	1	2	609	8	1	2	0	0	0	0	0	34	1	0	2	1	0	0	1	0	0	3	0	2	2	0	1	1	0	1	0	0
PSMC6	0	0	0	0	0	131	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PSMD1	2	2	0	250	0	1	0	0	0	0	0	0	294	1	1	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMD11	0	0	304	1	0	5	0	0	2	0	0	1	251	0	2	0	111	0	316	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PSMD12	0	0	0	0	0	384	0	0	0	0	0	0	0	0	1	1	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PSMD13	0	2	0	0	131	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMD14	1	1	1	1	1	1	410	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMD2	1	2	0	0	0	105	0	0	1	0	0	0	130	1	143	0	1	0	2	1	0	1	0	0	0	0	1	0	2	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
PSMD3	1	12	102	5	0	55	0	3	1	10	0	0	42	0	2	0	1	0	5	352	36	2	1	5	0	4	1	1	1	0	2	123	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
PSMD4	3	5	2	1	121	800	2	0	3	3	0	1	9	1	8	0	1	4	410	182	0	4	1	728	0	4	0	1	0	0	0	1	1	0	0	2	0	1	1	0	1	1	0	0	0	0	0	0
PSMD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMD6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMD8	0	2	0	1	0	385	0	0	0	0	0	1	3	0	2	0	0	1	76	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
PSME1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME2	315	328	2	2	134	500	2	0	1	2	2	3	676	3	11	1	5	1	877	10	0	1	4	4	0	4	1	2	1	0	1	0	0	1	2	1	0	1	2	0	0	0	0	1	0	0	2	1
PSME3	7	121	4	2	9	24	1	1	0	0	0	1	209	4	5	3	24	6	386	4	0	2	1	4	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	3	2	0	0	0	1
PSME4	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMF1	4	0	0	1	3	3	0	0	0	1	0	0	3	1	2	0	0	1	2	0	0	0	0	155	0	0	0	0	0	0	348	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PSMG1	1	0	0	0	0	0	0	0	0	0	266	0	1	0	271	1	0	1	2	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMG3	1	1	0	1	0	226	0	0	0	1	0	0	3	0	0	0	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
PSMG4	1	2	0	1	0	262	0	0	0	2	1	1	9	1	2	0	244	223	188	4	1	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSORS1C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSPC1	0	587	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
PSPN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSRC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSTK	0	0	0	0	0	83	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSTPIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSTPIP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTAFR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTAR1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTBP1	0	0	0	0	0	2	0	0	0	0	0	1	130	0	1	0	0	1	0	0	0	0	0	93	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
PTBP2	0	2	0	0	1	5	1	0	0	0	0	0	347	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PTBP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCD2	3	527	1	1	0	339	0	0	2	0	0	1	345	0	4	1	1	2	6	2	1	0	0	3	0	0	0	1	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
PTCD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCH1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCHD1	56	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCHD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCHD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTDSS1	0	1	0	0	0	1	0	0	0	0	0	0	4	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	551	0	1	0	0	0	0	0	0	0	0	0	0
PTDSS2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
